No.,Time,Source,Destination,Protocol,Length,Info,,,,,,Time 2,Time 1,Delay 2,Delay 1,Jitter
181,0.558066,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.563795,0.558066,0.000159,0.005729,-0.00557
182,0.563795,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.563954,0.563795,0.000145,0.000159,-1.4E-05
183,0.563954,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.564099,0.563954,0.000325,0.000145,0.00018
184,0.564099,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.564424,0.564099,0.00429,0.000325,0.003965
185,0.564424,192.168.43.170,142.251.10.132,QUIC,78,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.568714,0.564424,0.003094,0.00429,-0.001196
186,0.568714,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.571808,0.568714,0.000265,0.003094,-0.002829
187,0.571808,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.572073,0.571808,0.000199,0.000265,-6.6E-05
188,0.572073,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.572272,0.572073,0,0.000199,-0.000199
189,0.572272,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.572272,0.572272,0.000285,0,0.000285
190,0.572272,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.572557,0.572272,0.002733,0.000285,0.002448
191,0.572557,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.57529,0.572557,0.001018,0.002733,-0.001715
192,0.57529,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.576308,0.57529,0.000241,0.001018,-0.000777
193,0.576308,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.576549,0.576308,0.000131,0.000241,-0.00011
194,0.576549,142.251.10.132,192.168.43.170,QUIC,1288,Protected Payload (KP0),,,,,,0.57668,0.576549,0.000216,0.000131,8.5E-05
195,0.57668,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.576896,0.57668,0.000465,0.000216,0.000249
196,0.576896,192.168.43.170,142.251.10.132,QUIC,77,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.577361,0.576896,0.001109,0.000465,0.000644
197,0.577361,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.57847,0.577361,0.000294,0.001109,-0.000815
198,0.57847,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.578764,0.57847,0.002626,0.000294,0.002332
199,0.578764,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.58139,0.578764,0.000138,0.002626,-0.002488
200,0.58139,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.581528,0.58139,0.000264,0.000138,0.000126
201,0.581528,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.581792,0.581528,0.000854,0.000264,0.00059
202,0.581792,192.168.43.170,142.251.10.132,QUIC,77,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.582646,0.581792,0,0.000854,-0.000854
203,0.582646,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.582646,0.582646,0.000435,0,0.000435
204,0.582646,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.583081,0.582646,0.018245,0.000435,0.01781
205,0.583081,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.601326,0.583081,0,0.018245,-0.018245
206,0.601326,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.601326,0.601326,0,0,0
207,0.601326,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.601326,0.601326,0,0,0
208,0.601326,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.601326,0.601326,0,0,0
209,0.601326,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.601326,0.601326,0,0,0
210,0.601326,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.601326,0.601326,0,0,0
211,0.601326,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.601326,0.601326,0,0,0
212,0.601326,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.601326,0.601326,0,0,0
213,0.601326,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.601326,0.601326,0,0,0
214,0.601326,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.601326,0.601326,0.000608,0,0.000608
215,0.601326,142.251.10.132,192.168.43.170,QUIC,67,Protected Payload (KP0),,,,,,0.601934,0.601326,0.000125,0.000608,-0.000483
216,0.601934,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.602059,0.601934,0.000119,0.000125,-6E-06
217,0.602059,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.602178,0.602059,0.000146,0.000119,2.7E-05
218,0.602178,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.602324,0.602178,0.003858,0.000146,0.003712
219,0.602324,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.606182,0.602324,0.001094,0.003858,-0.002764
220,0.606182,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.607276,0.606182,0.000568,0.001094,-0.000526
221,0.607276,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.607844,0.607276,0,0.000568,-0.000568
222,0.607844,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.607844,0.607844,0.000377,0,0.000377
223,0.607844,142.251.10.132,192.168.43.170,QUIC,553,Protected Payload (KP0),,,,,,0.608221,0.607844,0.002285,0.000377,0.001908
224,0.608221,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.610506,0.608221,0.00042,0.002285,-0.001865
225,0.610506,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.610926,0.610506,0.000853,0.00042,0.000433
226,0.610926,192.168.43.170,142.251.10.132,QUIC,78,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.611779,0.610926,0,0.000853,-0.000853
227,0.611779,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.611779,0.611779,0.000294,0,0.000294
228,0.611779,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.612073,0.611779,0.000377,0.000294,8.3E-05
229,0.612073,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.61245,0.612073,0.001132,0.000377,0.000755
230,0.61245,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.613582,0.61245,0.000256,0.001132,-0.000876
231,0.613582,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.613838,0.613582,0.001921,0.000256,0.001665
232,0.613838,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.615759,0.613838,0.000179,0.001921,-0.001742
233,0.615759,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.615938,0.615759,0.000351,0.000179,0.000172
234,0.615938,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.616289,0.615938,0.000316,0.000351,-3.5E-05
235,0.616289,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.616605,0.616289,0.000373,0.000316,5.7E-05
236,0.616605,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.616978,0.616605,0,0.000373,-0.000373
237,0.616978,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.616978,0.616978,0.000299,0,0.000299
238,0.616978,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.617277,0.616978,0.003317,0.000299,0.003018
239,0.617277,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.620594,0.617277,0.000233,0.003317,-0.003084
240,0.620594,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.620827,0.620594,0.000135,0.000233,-9.8E-05
241,0.620827,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.620962,0.620827,0.001505,0.000135,0.00137
242,0.620962,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.622467,0.620962,0.000898,0.001505,-0.000607
243,0.622467,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.623365,0.622467,8E-05,0.000898,-0.000818
244,0.623365,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.623445,0.623365,0.001878,8E-05,0.001798
245,0.623445,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.625323,0.623445,0.000173,0.001878,-0.001705
246,0.625323,142.251.10.132,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,0.625496,0.625323,0.000204,0.000173,3.1E-05
247,0.625496,142.251.10.132,192.168.43.170,QUIC,119,Protected Payload (KP0),,,,,,0.6257,0.625496,0.002202,0.000204,0.001998
248,0.6257,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.627902,0.6257,0.021083,0.002202,0.018881
249,0.627902,142.251.10.132,192.168.43.170,QUIC,68,Protected Payload (KP0),,,,,,0.648985,0.627902,0.003106,0.021083,-0.017977
250,0.648985,192.168.43.170,142.250.4.154,UDP,1188,49173  >  443 Len=1146,,,,,,0.652091,0.648985,0.005366,0.003106,0.00226
251,0.652091,192.168.43.170,142.251.10.132,QUIC,75,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.657457,0.652091,0,0.005366,-0.005366
252,0.657457,142.250.4.132,192.168.43.170,UDP,1288,443  >  53458 Len=1246,,,,,,0.657457,0.657457,0,0,0
253,0.657457,142.250.4.132,192.168.43.170,UDP,166,443  >  53458 Len=124,,,,,,0.657457,0.657457,0.000457,0,0.000457
254,0.657457,142.250.4.132,192.168.43.170,UDP,148,443  >  53458 Len=106,,,,,,0.657914,0.657457,0.000246,0.000457,-0.000211
255,0.657914,192.168.43.170,142.250.4.132,UDP,77,53458  >  443 Len=35,,,,,,0.65816,0.657914,0.001543,0.000246,0.001297
256,0.65816,192.168.43.170,142.250.4.132,UDP,75,53458  >  443 Len=33,,,,,,0.659703,0.65816,0.010857,0.001543,0.009314
257,0.659703,192.168.43.170,142.250.4.132,UDP,77,53458  >  443 Len=35,,,,,,0.67056,0.659703,0.026037,0.010857,0.01518
258,0.67056,192.168.43.170,151.101.64.134,TLSv1.2,1138,Application Data,,,,,,0.696597,0.67056,0.002689,0.026037,-0.023348
259,0.696597,142.251.10.132,192.168.43.170,QUIC,68,Protected Payload (KP0),,,,,,0.699286,0.696597,0.000341,0.002689,-0.002348
260,0.699286,142.251.10.132,192.168.43.170,QUIC,119,Protected Payload (KP0),,,,,,0.699627,0.699286,0.007227,0.000341,0.006886
261,0.699627,192.168.43.170,142.251.10.132,QUIC,76,"Protected Payload (KP0), DCID=5d3b00db23f0fa12",,,,,,0.706854,0.699627,0.004722,0.007227,-0.002505
262,0.706854,151.101.64.134,192.168.43.170,TCP,54,443  >  51201 [ACK] Seq=462 Ack=1085 Win=833 Len=0,,,,,,0.711576,0.706854,0.026058,0.004722,0.021336
263,0.711576,142.250.4.154,192.168.43.170,UDP,69,443  >  49173 Len=27,,,,,,0.737634,0.711576,0,0.026058,-0.026058
264,0.737634,142.250.4.132,192.168.43.170,UDP,67,443  >  53458 Len=25,,,,,,0.737634,0.737634,0,0,0
265,0.737634,142.250.4.154,192.168.43.170,UDP,111,443  >  49173 Len=69,,,,,,0.737634,0.737634,0.000586,0,0.000586
266,0.737634,142.250.4.154,192.168.43.170,UDP,67,443  >  49173 Len=25,,,,,,0.73822,0.737634,0.026954,0.000586,0.026368
267,0.73822,192.168.43.170,142.250.4.154,UDP,77,49173  >  443 Len=35,,,,,,0.765174,0.73822,0.047748,0.026954,0.020794
268,0.765174,192.168.43.170,142.250.4.154,UDP,75,49173  >  443 Len=33,,,,,,0.812922,0.765174,0.013618,0.047748,-0.03413
269,0.812922,142.250.4.154,192.168.43.170,UDP,67,443  >  49173 Len=25,,,,,,0.82654,0.812922,0.051108,0.013618,0.03749
270,0.82654,192.168.43.170,151.101.64.134,TLSv1.2,1290,Application Data,,,,,,0.877648,0.82654,0.020491,0.051108,-0.030617
271,0.877648,151.101.64.134,192.168.43.170,TCP,54,443  >  51205 [ACK] Seq=15636 Ack=1237 Win=872 Len=0,,,,,,0.898139,0.877648,0.000162,0.020491,-0.020329
272,0.898139,151.101.64.134,192.168.43.170,TLSv1.2,1454,Application Data,,,,,,0.898301,0.898139,5.3E-05,0.000162,-0.000109
273,0.898301,151.101.64.134,192.168.43.170,TLSv1.2,1454,Application Data [TCP segment of a reassembled PDU],,,,,,0.898354,0.898301,0.007614,5.3E-05,0.007561
274,0.898354,192.168.43.170,151.101.64.134,TCP,54,51201  >  443 [ACK] Seq=1085 Ack=3262 Win=257 Len=0,,,,,,0.905968,0.898354,0.00136,0.007614,-0.006254
275,0.905968,151.101.64.134,192.168.43.170,TLSv1.2,1454,Application Data [TCP segment of a reassembled PDU],,,,,,0.907328,0.905968,0.000115,0.00136,-0.001245
276,0.907328,151.101.64.134,192.168.43.170,TLSv1.2,1454,Application Data [TCP segment of a reassembled PDU],,,,,,0.907443,0.907328,0.012098,0.000115,0.011983
277,0.907443,192.168.43.170,151.101.64.134,TCP,54,51201  >  443 [ACK] Seq=1085 Ack=6062 Win=257 Len=0,,,,,,0.919541,0.907443,0.001846,0.012098,-0.010252
278,0.919541,151.101.64.134,192.168.43.170,TLSv1.2,1454,Application Data [TCP segment of a reassembled PDU],,,,,,0.921387,0.919541,5.7E-05,0.001846,-0.001789
279,0.921387,151.101.64.134,192.168.43.170,TLSv1.2,1454,Application Data [TCP segment of a reassembled PDU],,,,,,0.921444,0.921387,0.019193,5.7E-05,0.019136
280,0.921444,192.168.43.170,151.101.64.134,TCP,54,51201  >  443 [ACK] Seq=1085 Ack=8862 Win=257 Len=0,,,,,,0.940637,0.921444,0.004514,0.019193,-0.014679
281,0.940637,192.168.43.170,142.250.4.132,UDP,75,53458  >  443 Len=33,,,,,,0.945151,0.940637,0.000107,0.004514,-0.004407
282,0.945151,151.101.64.134,192.168.43.170,TLSv1.2,1454,Application Data [TCP segment of a reassembled PDU],,,,,,0.945258,0.945151,4.1E-05,0.000107,-6.6E-05
283,0.945258,151.101.64.134,192.168.43.170,TLSv1.2,1454,Application Data [TCP segment of a reassembled PDU],,,,,,0.945299,0.945258,0.001473,4.1E-05,0.001432
284,0.945299,192.168.43.170,151.101.64.134,TCP,54,51201  >  443 [ACK] Seq=1085 Ack=11662 Win=257 Len=0,,,,,,0.946772,0.945299,0.000252,0.001473,-0.001221
285,0.946772,151.101.64.134,192.168.43.170,TLSv1.2,1454,Application Data [TCP segment of a reassembled PDU],,,,,,0.947024,0.946772,4.7E-05,0.000252,-0.000205
286,0.947024,151.101.64.134,192.168.43.170,TLSv1.2,1454,Application Data [TCP segment of a reassembled PDU],,,,,,0.947071,0.947024,0.00298,4.7E-05,0.002933
287,0.947071,192.168.43.170,151.101.64.134,TCP,54,51201  >  443 [ACK] Seq=1085 Ack=14462 Win=257 Len=0,,,,,,0.950051,0.947071,0.02682,0.00298,0.02384
288,0.950051,192.168.43.170,146.112.41.2,TLSv1.2,244,Application Data,,,,,,0.976871,0.950051,0.00017,0.02682,-0.02665
289,0.976871,192.168.43.170,104.16.164.13,TLSv1.2,147,Application Data,,,,,,0.977041,0.976871,0.000318,0.00017,0.000148
290,0.977041,192.168.43.170,104.16.164.13,TLSv1.2,100,Application Data,,,,,,0.977359,0.977041,0.005071,0.000318,0.004753
291,0.977359,192.168.43.170,104.16.164.13,TLSv1.2,147,Application Data,,,,,,0.98243,0.977359,0.015519,0.005071,0.010448
292,0.98243,146.112.41.2,192.168.43.170,TCP,54,443  >  51249 [ACK] Seq=1 Ack=191 Win=896 Len=0,,,,,,0.997949,0.98243,0.001708,0.015519,-0.013811
293,0.997949,146.112.41.2,192.168.43.170,TLSv1.2,194,"Application Data, Application Data",,,,,,0.999657,0.997949,0.000395,0.001708,-0.001313
294,0.999657,192.168.43.170,74.125.24.95,QUIC,1292,"Initial, DCID=7ecb0cae220ed528, PKN: 1, CRYPTO, PING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, PING, CRYPTO, PING, PADDING, PING, PING, PING",,,,,,1.000052,0.999657,0.000576,0.000395,0.000181
295,1.000052,192.168.43.170,74.125.24.95,QUIC,119,"0-RTT, DCID=7ecb0cae220ed528",,,,,,1.000628,1.000052,0.021653,0.000576,0.021077
296,1.000628,192.168.43.170,74.125.24.95,QUIC,537,"0-RTT, DCID=7ecb0cae220ed528",,,,,,1.022281,1.000628,0,0.021653,-0.021653
297,1.022281,104.16.164.13,192.168.43.170,TCP,54,443  >  51212 [ACK] Seq=1 Ack=233 Win=749 Len=0,,,,,,1.022281,1.022281,0.007718,0,0.007718
298,1.022281,142.250.4.132,192.168.43.170,UDP,67,443  >  53458 Len=25,,,,,,1.029999,1.022281,0.012374,0.007718,0.004656
299,1.029999,104.16.164.13,192.168.43.170,TLSv1.2,100,Application Data,,,,,,1.042373,1.029999,7.8E-05,0.012374,-0.012296
300,1.042373,104.16.164.13,192.168.43.170,TLSv1.2,238,"Application Data, Application Data",,,,,,1.042451,1.042373,5.5E-05,7.8E-05,-2.3E-05
301,1.042451,192.168.43.170,104.16.164.13,TCP,54,51212  >  443 [ACK] Seq=233 Ack=231 Win=252 Len=0,,,,,,1.042506,1.042451,0.001736,5.5E-05,0.001681
302,1.042506,192.168.43.170,146.112.41.2,TCP,54,51249  >  443 [ACK] Seq=191 Ack=141 Win=253 Len=0,,,,,,1.044242,1.042506,0.002959,0.001736,0.001223
303,1.044242,192.168.43.170,104.16.164.13,TLSv1.2,96,Application Data,,,,,,1.047201,1.044242,4.4E-05,0.002959,-0.002915
304,1.047201,104.16.164.13,192.168.43.170,TLSv1.2,215,"Application Data, Application Data",,,,,,1.047245,1.047201,0.024317,4.4E-05,0.024273
305,1.047245,192.168.43.170,104.16.164.13,TCP,54,51212  >  443 [ACK] Seq=275 Ack=392 Win=257 Len=0,,,,,,1.071562,1.047245,0.000326,0.024317,-0.023991
306,1.071562,151.101.64.134,192.168.43.170,TLSv1.2,1454,Application Data,,,,,,1.071888,1.071562,0,0.000326,-0.000326
307,1.071888,151.101.64.134,192.168.43.170,TLSv1.2,1454,Application Data [TCP segment of a reassembled PDU],,,,,,1.071888,1.071888,6.6E-05,0,6.6E-05
308,1.071888,151.101.64.134,192.168.43.170,TLSv1.2,868,"Application Data, Application Data",,,,,,1.071954,1.071888,0.000605,6.6E-05,0.000539
309,1.071954,192.168.43.170,151.101.64.134,TCP,54,51205  >  443 [ACK] Seq=1237 Ack=19250 Win=257 Len=0,,,,,,1.072559,1.071954,0.00177,0.000605,0.001165
310,1.072559,104.16.164.13,192.168.43.170,TCP,54,443  >  51212 [ACK] Seq=392 Ack=275 Win=750 Len=0,,,,,,1.074329,1.072559,0,0.00177,-0.00177
311,1.074329,151.101.64.134,192.168.43.170,TCP,868,"[TCP Spurious Retransmission] 443  >  51205 [PSH, ACK] Seq=18436 Ack=1237 Win=872 Len=814",,,,,,1.074329,1.074329,0,0,0
312,1.074329,74.125.24.95,192.168.43.170,QUIC,664,Protected Payload (KP0),,,,,,1.074329,1.074329,0,0,0
313,1.074329,74.125.24.95,192.168.43.170,QUIC,68,Protected Payload (KP0),,,,,,1.074329,1.074329,0,0,0
314,1.074329,74.125.24.95,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,1.074329,1.074329,0.000106,0,0.000106
315,1.074329,74.125.24.95,192.168.43.170,QUIC,67,Protected Payload (KP0),,,,,,1.074435,1.074329,0.001619,0.000106,0.001513
316,1.074435,192.168.43.170,151.101.64.134,TCP,66,[TCP Dup ACK 309#1] 51205  >  443 [ACK] Seq=1237 Ack=19250 Win=257 Len=0 SLE=18436 SRE=19250,,,,,,1.076054,1.074435,0.001182,0.001619,-0.000437
317,1.076054,192.168.43.170,74.125.24.95,QUIC,154,"Protected Payload (KP0), DCID=7ecb0cae220ed528",,,,,,1.077236,1.076054,0.003374,0.001182,0.002192
318,1.077236,151.101.64.134,192.168.43.170,TLSv1.2,1454,Application Data [TCP segment of a reassembled PDU],,,,,,1.08061,1.077236,6.2E-05,0.003374,-0.003312
319,1.08061,151.101.64.134,192.168.43.170,TLSv1.2,288,Application Data,,,,,,1.080672,1.08061,0.004738,6.2E-05,0.004676
320,1.080672,192.168.43.170,151.101.64.134,TCP,54,51201  >  443 [ACK] Seq=1085 Ack=16096 Win=257 Len=0,,,,,,1.08541,1.080672,3.9E-05,0.004738,-0.004699
321,1.08541,151.101.64.134,192.168.43.170,TCP,868,"[TCP Spurious Retransmission] 443  >  51205 [PSH, ACK] Seq=18436 Ack=1237 Win=872 Len=814",,,,,,1.085449,1.08541,0.015992,3.9E-05,0.015953
322,1.085449,192.168.43.170,151.101.64.134,TCP,66,[TCP Dup ACK 309#2] 51205  >  443 [ACK] Seq=1237 Ack=19250 Win=257 Len=0 SLE=18436 SRE=19250,,,,,,1.101441,1.085449,0.016534,0.015992,0.000542
323,1.101441,192.168.43.170,74.125.24.95,QUIC,75,"Protected Payload (KP0), DCID=7ecb0cae220ed528",,,,,,1.117975,1.101441,0.000131,0.016534,-0.016403
324,1.117975,74.125.24.95,192.168.43.170,QUIC,474,Protected Payload (KP0),,,,,,1.118106,1.117975,0.000299,0.000131,0.000168
325,1.118106,74.125.24.95,192.168.43.170,QUIC,309,Protected Payload (KP0),,,,,,1.118405,1.118106,0.008855,0.000299,0.008556
326,1.118405,192.168.43.170,74.125.24.95,QUIC,77,"Protected Payload (KP0), DCID=7ecb0cae220ed528",,,,,,1.12726,1.118405,0.000279,0.008855,-0.008576
327,1.12726,74.125.24.95,192.168.43.170,QUIC,134,Protected Payload (KP0),,,,,,1.127539,1.12726,0.030199,0.000279,0.02992
328,1.127539,192.168.43.170,74.125.24.95,QUIC,75,"Protected Payload (KP0), DCID=7ecb0cae220ed528",,,,,,1.157738,1.127539,0.066569,0.030199,0.03637
329,1.157738,74.125.24.95,192.168.43.170,QUIC,67,Protected Payload (KP0),,,,,,1.224307,1.157738,0.068822,0.066569,0.002253
330,1.224307,192.168.43.170,142.250.4.132,UDP,75,53458  >  443 Len=33,,,,,,1.293129,1.224307,0.004556,0.068822,-0.064266
331,1.293129,142.250.4.132,192.168.43.170,UDP,67,443  >  53458 Len=25,,,,,,1.297685,1.293129,0.000442,0.004556,-0.004114
332,1.297685,192.168.43.170,74.125.130.84,QUIC,1292,"Initial, DCID=0c79c8e22cc02536, PKN: 1, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PADDING",,,,,,1.298127,1.297685,0.00066,0.000442,0.000218
333,1.298127,192.168.43.170,74.125.130.84,QUIC,119,"0-RTT, DCID=0c79c8e22cc02536",,,,,,1.298787,1.298127,8.1E-05,0.00066,-0.000579
334,1.298787,192.168.43.170,74.125.130.84,QUIC,1288,"0-RTT, DCID=0c79c8e22cc02536",,,,,,1.298868,1.298787,0.028678,8.1E-05,0.028597
335,1.298868,192.168.43.170,74.125.130.84,QUIC,993,"0-RTT, DCID=0c79c8e22cc02536",,,,,,1.327546,1.298868,0.000396,0.028678,-0.028282
336,1.327546,142.250.4.132,192.168.43.170,UDP,1288,443  >  53458 Len=1246,,,,,,1.327942,1.327546,0,0.000396,-0.000396
337,1.327942,142.250.4.132,192.168.43.170,UDP,1292,443  >  53458 Len=1250,,,,,,1.327942,1.327942,0.000127,0,0.000127
338,1.327942,142.250.4.132,192.168.43.170,UDP,1025,443  >  53458 Len=983,,,,,,1.328069,1.327942,0.000151,0.000127,2.4E-05
339,1.328069,192.168.43.170,142.250.4.132,UDP,77,53458  >  443 Len=35,,,,,,1.32822,1.328069,0.002223,0.000151,0.002072
340,1.32822,192.168.43.170,142.250.4.132,UDP,75,53458  >  443 Len=33,,,,,,1.330443,1.32822,0.028468,0.002223,0.026245
341,1.330443,142.250.4.132,192.168.43.170,UDP,67,443  >  53458 Len=25,,,,,,1.358911,1.330443,0.002555,0.028468,-0.025913
342,1.358911,192.168.43.170,142.250.4.132,UDP,75,53458  >  443 Len=33,,,,,,1.361466,1.358911,0.000208,0.002555,-0.002347
343,1.361466,142.250.4.132,192.168.43.170,UDP,1288,443  >  53458 Len=1246,,,,,,1.361674,1.361466,0.00016,0.000208,-4.8E-05
344,1.361674,142.250.4.132,192.168.43.170,UDP,1292,443  >  53458 Len=1250,,,,,,1.361834,1.361674,0.001311,0.00016,0.001151
345,1.361834,192.168.43.170,142.250.4.132,UDP,77,53458  >  443 Len=35,,,,,,1.363145,1.361834,0.000233,0.001311,-0.001078
346,1.363145,142.250.4.132,192.168.43.170,UDP,1292,443  >  53458 Len=1250,,,,,,1.363378,1.363145,0,0.000233,-0.000233
347,1.363378,142.250.4.132,192.168.43.170,UDP,970,443  >  53458 Len=928,,,,,,1.363378,1.363378,3.3E-05,0,3.3E-05
348,1.363378,142.250.4.132,192.168.43.170,UDP,67,443  >  53458 Len=25,,,,,,1.363411,1.363378,0.000157,3.3E-05,0.000124
349,1.363411,192.168.43.170,142.250.4.132,UDP,75,53458  >  443 Len=33,,,,,,1.363568,1.363411,0.038239,0.000157,0.038082
350,1.363568,192.168.43.170,142.250.4.132,UDP,75,53458  >  443 Len=33,,,,,,1.401807,1.363568,0.02034,0.038239,-0.017899
351,1.401807,142.250.4.132,192.168.43.170,UDP,67,443  >  53458 Len=25,,,,,,1.422147,1.401807,0,0.02034,-0.02034
352,1.422147,74.125.130.84,192.168.43.170,QUIC,1292,Protected Payload (KP0),,,,,,1.422147,1.422147,0,0,0
353,1.422147,74.125.130.84,192.168.43.170,QUIC,820,Protected Payload (KP0),,,,,,1.422147,1.422147,0,0,0
354,1.422147,74.125.130.84,192.168.43.170,QUIC,190,Protected Payload (KP0),,,,,,1.422147,1.422147,0,0,0
355,1.422147,74.125.130.84,192.168.43.170,QUIC,67,Protected Payload (KP0),,,,,,1.422147,1.422147,0,0,0
356,1.422147,74.125.130.84,192.168.43.170,QUIC,69,Protected Payload (KP0),,,,,,1.422147,1.422147,0,0,0
